Article_Id,Content
5818426795d0e022439c6559,The F.B.I. has been trying to escape its past. James Comey isn’t helping.
5818426b95d0e022439c655c,"Judge the man who would be president on his vibe, not his words."
5818426795d0e022439c6558,"Will the Canada-E.U agreement mark the end of globalization, or a fresh start?"
5818426895d0e022439c655b,Senator Roy Blunt is trying to ward off an aggressive Democratic challenge from Jason Kander.
5818426795d0e022439c655a,"In its “millennium drought” a society changed citizens’ habits. Conserving water, they kept reservoirs from running dry."
58183edd95d0e022439c6552,An exhibit at PhotoVogue Festival in Milan explores how female photographers are redefining the concept of beauty in fashion images.
5818361795d0e022439c6544,"The union focused on preserving jobs as much as traditional contract issues like wages, and the agreement mirrors deals it had made with two other automakers."
58182fa995d0e022439c6537,"The philanthropist seeks to get contraception to 120 million by 2020, but the effort is running into barriers."
58182f4b95d0e022439c6535,A joke at a family lunch prompted Nicholas Bowman-Scargill to try his hand at his family’s 170-year-old watchmaking business.
58182ecc95d0e022439c6534,"John and Stephen McGonigle create timepieces with a Celtic flair (from designs by their sister, Frances)."
58182c5e95d0e022439c6530,The watchmaker still spends part of every day in his company’s workshop.
58182ba495d0e022439c652f,"The watchmaker is exhibiting more than 200 timepieces, its largest show ever staged outside Switzerland."
5818217f95d0e022439c6512,Here’s what you need to know to start your day.
5818217795d0e022439c6511,“Fresh Off the Boat” tackles illegal immigration during the 1996 presidential election campaign. And Louis C.K. joins Conan O’Brien at the Apollo Theater.
58181d1695d0e022439c650b,"Corrections appearing in print on Tuesday, November 1, 2016."
5818142695d0e022439c6503,"Andre Johnson, 35, has not publicly discussed his decision, but Tennessee Coach Mike Mularkey said the receiver’s mind was clearly made up."
5818138f95d0e022439c6501,"Three-quarters of participants in a new study said obese people should exercise more and eat better, even though science says it’s more complicated than that."
581809aa95d0e022439c64f6,The producers said they would agree to describe the nonprofit that commissioned the Broadway musical as it wished in the show’s program if the group would drop two legal claims.
5818045295d0e022439c64ef,Donald J. Trump’s use of “we” in his speeches — “We’re going to build a wall” — helped him connect with voters until his attacks and boasts came back to haunt him.
5818045295d0e022439c64ee,"Hillary Clinton has endured many punches but she seems to always come back stronger and smarter, delighting her supporters and irking her detractors."
58496c5495d0e03926074dac,"Ms. Choi, a friend of President Park Geun-hye’s for 40 years, was grilled by prosecutors over allegations that she had manipulated important government affairs from the shadows."
5817f72a95d0e022439c64e2,Ruth Bloomfield Margolin’s puzzle will have you trying to think up your own theme entries.
5817f5dd95d0e022439c64de,"Mr. Putman turned out hundreds of songs, many of them country chart-toppers, after moving to Nashville and signing with Tree Publishing in the early 1960s."
5817f44b95d0e022439c64db,"Mr. Brokaw rose from teenage mail clerk to top mogul at the William Morris talent agency, where he broke ground in the fledgling television industry."
5817efd395d0e022439c64d9,"Facing deadline pressure, a reporter typed out a sentence in the bottom of the ninth inning in Game 7 pronouncing the Indians the world champions. But the game wasn’t over."
5817edda95d0e022439c64d6,"Quotation of the day for Tuesday, November 1, 2016."
5817ed2c95d0e022439c64d5,"Some metrics suggest that this year’s Cubs are among the best defensive teams of the last two decades, and they turned in a number of fielding gems to win Game 5 of the World Series."
5817ec7895d0e022439c64d4,"After lengthy investigations, officials also believe that a hacking of Democratic emails was aimed at disrupting the election rather than electing Mr. Trump."
5817ec0595d0e022439c64d3,"Mrs. Clinton’s campaign was optimistic that she would weather the F.B.I.’s review of a top aide’s emails, but acknowledged that optimism of gaining ground in places like Ohio and Iowa was fading."
5817e9c695d0e022439c64ce,"Through five games, the World Series has attracted an average of 19.3 million viewers, the most since 2004, when Boston won its first title in 86 years."
5817e87b95d0e022439c64cd,"Though Mr. Comey acted publicly, while J. Edgar Hoover maneuvered in secret, Hoover was the last F.B.I. director to be accused of trying to influence a presidential election."
5817e6b695d0e022439c64cc,"Hillary Clinton’s reaction to the F.B.I. director has echoes in the response to Kenneth W. Starr, the independent prosecutor who spent years investigating Bill Clinton’s administration."
5817e42b95d0e022439c64c8,"Some women are choosing to defy medical advice and social convention after mastectomies, saying they would rather live without breasts than undergo more surgery."
5817e30a95d0e022439c64c6,"The Associated Press poll once determined the national champion, but now the playoff selection committee, set to release its initial 2016 rankings on Tuesday, has the definitive list."
5817e1f895d0e022439c64c2,"Thanks to a maneuver later outlawed by Congress, Mr. Trump potentially escaped paying tens of millions of dollars in federal personal income taxes."
5817e16295d0e022439c64c0,Mr. Trump managed to save millions in personal taxes by borrowing – then losing – other people’s money.
5817e15495d0e022439c64bf,Mr. Trump's own lawyers at Willkie Farr & Gallagher cautioned him about using a a tax avoidance maneuver in the 1990s.
5817e10995d0e022439c64be,"Prosecutors in the George Washington Bridge case have repeatedly brought up Gov. Chris Christie’s name even though his two former aides, and not he, are on trial."
5817e06f95d0e022439c64bd,"Unlike Bitcoin, Zcash transactions can be confirmed without recording the addresses involved, which could make it harder to win support from regulators and bankers."
5817e06395d0e022439c64bc,"With an inscrutable letter, the F.B.I. director undermined trust in top law enforcement agencies and unleashed innuendo on the Clinton campaign."
5817e00295d0e022439c64bb,"A Trump victory probably would lead to an immediate market sell-off, the direction in the days and weeks that follow is not clear."
5817de2c95d0e022439c64ba,"In buybacks and donation campaigns, dentists, schools and support-the-troops organizations collect actual tons of surplus candy each year."
5817de1c95d0e022439c64b9,Federal land managers worry that extremist copycats will become bolder.
5817dd6d95d0e022439c64b8,"For the first time, the public heard Omar Mateen talking with the authorities amid his assault on the gay nightclub Pulse."
5817db0b95d0e022439c64b4,A sweet treat inspires a reverie in a Greenwich Village bakery.
581b671395d0e022439c6b8d,"The people Mr. Weber drew over 45 years for the magazine were nothing if not entitled, going about with what some might see as skewed expectations."
581b673195d0e022439c6b90,"The rivalry between McDavid and Matthews, like Gretzky-Lemieux and Crosby-Ovechkin before them, holds the hopes of a league."
581b672a95d0e022439c6b8e,"The social network remained strong, topping 1.79 billion monthly visitors and nearly tripling its profit, to $2.38 billion, in the third quarter."
581b677a95d0e022439c6b9c,"When federal officials concluded their investigation into Hillary Clinton’s use of a private email server as secretary of state, the F.B.I. director, James B. Comey, had a decision to make on how to announce that news. The choices he made in July set the F.B.I. on the path toward the predicament it faces today."
581b678c95d0e022439c6b9d,"The first major deal for Prince’s music has been reached, with star’s songwriting rights going to the Universal Music Publishing Group for an undisclosed sum."
581b679f95d0e022439c6b9e,"The boat, carrying 98 Indonesian migrant workers and three crew members, hit a reef after being caught up in strong winds and big waves, and then sank."
581b67c395d0e022439c6ba0,"The judge in the case ruled on Wednesday that if pretrial hearings are completed on schedule in December, he hopes to start the trial earlier than June, as was expected."
581b660995d0e022439c6b7c,Experts advise those covered by Medicare to check the changes in their prescription drug plans and consider changing plans before the Dec. 7 deadline.
581b663795d0e022439c6b7f,A stalled government plan for equal prayer rights for men and women underscored deepening discord between the Israeli authorities and many non-Orthodox Jews abroad.
581b65f395d0e022439c6b79,"You will make vegetables for your vegetarian guests, and you will call them by their proper names."
581b656b95d0e022439c6b6d,"Pavel V. Dmitrichenko, who was released from prison in May, said he received the pass this fall from the Bolshoi’s new artistic director."
581b64c895d0e022439c6b5f,"Alyssa Sartor’s parents didn’t want her to go into the family business. After the opening of August Laura, they’re glad she did."
581b646695d0e022439c6b4c,Here’s what you need to know at the end of the day.
581b653f95d0e022439c6b67,"The album, D.R.A.M.’s full-length debut, has a joyous mood, festive and also deeply felt."
581b644c95d0e022439c6b49,"In her site-specific pools, Samara Scott submerges bits of yoga mat, Halloween blood, eyeshadow, fruit juice and more in water and oil."
581b644b95d0e022439c6b47,The artist combines bits of discarded material and organic matter in liquid pools.
581b647295d0e022439c6b4d,Senator Richard Burr has been copying Donald Trump’s rhetoric about gun rights and Hillary Clinton.
581b64d695d0e022439c6b62,"Tim Wu’s new book, subtitled “The Epic Scramble to Get Inside Our Heads,” examines the history of mass media and marketing, not least on the internet."
581b646395d0e022439c6b4a,"Ms. Parker was 15 when she was drawn to a newspaper photo of a boy at an arts college; later, his play would draw her to New York."
581b64c995d0e022439c6b60,A small subset of the electorate who supported Mr. Obama’s call to change in 2008 and 2012 now hear that message in the Republican nominee.
581b649695d0e022439c6b58,"How the designer and the first lady Nancy Reagan worked together to create a memorable political image, and what we can learn."
581b641e95d0e022439c6b44,Kenzo x H&M and Carine Roitfeld x Uniqlo are here; Sacai is at Saks Brookfield Place; and more shopping news.
581b634d95d0e022439c6b36,It was an all-American evening in honor of the designer’s memoir on Tuesday.
581b63d595d0e022439c6b40,The designer and friends celebrate the publication of his memoir.
581b634095d0e022439c6b35,"It’s true. The Cubs won their first World Series title since 1908. In Game 7, the Cleveland Indians rallied to force extra innings, but the Cubs prevailed."
581b62d795d0e022439c6b2e,"This month, Amazon Prime adds “The Night Manager,” “Green Room” and many others to its library."
581b635a95d0e022439c6b38,"Hard feelings remain despite a decision to revise the show’s Playbill to give more specific credit to Ars Nova, which commissioned the play."
